;tid;act;emotion;sentiment;text
4173;2017-En-40931;exp;['disgust', 'sadness'];negative;@nigeriaLNG @TonyAttah #lestweforget 3 yrs on, 2013 Graduate Trainee recruitment not concluded. #disappointed #weary however  #wewait
4174;2017-En-41335;sta;['fear', 'sadness'];negative;@diamonde my heart just sunk.
4175;2017-En-30925;oth;['joy', 'love', 'optimism'];positive;For what a beautiful day. #elated
4176;2017-En-11003;sug;['joy', 'optimism'];positive;@ReadingFC @EFLCup - remind them 'Twenty's Plenty' !
4177;2017-En-41320;exp;['optimism'];positive;Cuddling literally kills depression, relieves anxiety, and strengthens the immune system.
4178;2017-En-20739;sta;['anger', 'disgust'];negative;Watched tna for the first time in a long time what the hell happened to the #hardyboys #impactonpop #wwe #terrible
4179;2017-En-30692;sta;['anticipation', 'joy', 'optimism'];positive;"Positive #psychology research shows salespeople who score in the top 10% for #optimism have 88% &gt; sales than those in top 10% for pessimism."
4180;2017-En-40791;exp;['pessimism'];negative;Buddha doesn't possess enough power to deliver you from your affliction!
4181;2017-En-11025;sta;['anger', 'disgust'];negative;Repeal/remove the 'Johnson Amendment'. It is a direct affront to the First Amendment of the Constitution.
4182;2017-En-10852;sta;['joy', 'optimism', 'trust'];positive;rose incense are the best thing I've ever bought
4183;2017-En-30267;sta;['joy', 'surprise'];negative;So happy my next class is canceled bc..im od tired 😭
4184;2017-En-20489;sta;['anger', 'disgust'];negative;Damnnit! Gonna be 1400 pts shy on Chiefs Rewards of getting a post game photo.
4185;2017-En-31081;sta;['joy', 'optimism'];positive;Wishing the Ipswich Tigers good luck in their games throughout homecoming week!! We are cheering you on here at the City Office! GO TIGERS!
4186;2017-En-11462;sta;[];neutral;Y'all do the most on twitter and snap
4187;2017-En-30516;exp;['joy', 'optimism'];positive;@melsey6 oh good girl hope she is cheerful
4188;2017-En-30076;sta;['joy', 'love'];positive;Indian time it's already ur birthday @akshaymarwah22. Have a stupendous birthday. Wish you more success, laughter and lots of love. Hugs. x
4189;2017-En-31498;sta;['joy', 'love', 'optimism'];positive;@ErinAndrews I ❤️you on DWTS You make my night every show! 😘 #hilarious
4190;2017-En-11024;sta;['anger', 'anticipation', 'disgust', 'optimism', 'trust'];positive;Last night, the Rev. Dr. Earl Johnson spoke to Wake Progressive #Democrats on transforming #moral #outrage into effective political #action.
4191;2017-En-20920;exp;['anticipation', 'fear', 'joy'];positive;@KateyKeegan now I'm really excited for November! Hope they're not all horrid chavs though 😅
4192;2017-En-11219;sta;['anger', 'disgust'];negative;Forever raging 😏😂😭
4193;2017-En-40129;sta;['sadness'];negative;@ryyyshh story of my life. #lost
4194;2017-En-10796;sta;['joy', 'optimism'];positive;630am meeting Olympic House #10golds24 .  #neverquit #believe #dreambig #TeamTTO #going4gold
4195;2017-En-21000;exp;['sadness'];negative;Everywhere I go, the air I breathe in tastes like home.' - @The_Currys #restless
4196;2017-En-41171;sta;['anger', 'disgust', 'sadness'];negative;@pikapies I have many happy memories of the Isle Of Wight.\n...\nBut yeah, sink that shit.
4197;2017-En-22066;sta;['disgust', 'fear', 'joy'];negative;@ceIestialfoxx I don't even remember that part 😅 the movie wasn't terrible, it just wasn't very scary and I expected a better ending 🙄
4198;2017-En-20484;sta;['fear', 'pessimism'];negative;@siomo @NEWSTALK1010 20 says he gets reelected.....  #be #afraid
4199;2017-En-20779;sta;['fear', 'optimism'];negative;@jody_paterson So I worry about emphasis on 'keeping family together' as a guiding principle, due to my own experiences
4200;2017-En-20879;que;['fear'];negative;How I Murdered Your Mother #SpookyTv
4201;2017-En-30879;sta;['joy', 'love', 'pessimism'];negative;@Bridget_Jones was joyous. Worried I would be disappointed. Most definitely was not. #chickflick #giggles #comethefuckonbridget
4202;2017-En-41137;oth;['joy'];positive;@Jake_Martin74 Oh and I play it capo 2nd fret in a G position RS
4203;2017-En-20424;exp;['anger', 'anticipation', 'disgust', 'fear', 'pessimism'];negative;Americans as a whole are, for the most part, feeling borderline despair at the very least. Looking at a situation out of control.
4204;2017-En-40132;exp;['anger', 'disgust', 'fear', 'sadness'];negative;@HutchinsonDave I don't know whether to despair or agitate for a cull.
4205;2017-En-41062;oth;['sadness'];negative;Rooney = whipping boy. #mufc #sad
4206;2017-En-11123;sug;['anger', 'disgust'];negative;@daemondave @paulkrugman Hey stupid, that was bad intel to take Bin Laden out. Try again with your faux outrage. I bet u admire Putin right?
4207;2017-En-20909;exp;['anticipation', 'disgust', 'joy', 'love', 'optimism'];negative;today has been terrible but tonight will end better because I get to see Malik ❤️
4208;2017-En-31067;exp;['joy', 'optimism'];positive;"@xiankiefer @TheLincoln Book 5! It's so sprightly &amp; fun cuz he'd been reinvigorated by the Harry Potter series. I'm not kidding."
4209;2017-En-11301;req;['anger', 'disgust'];negative;Dear @TfL please tell your bus drivers if obstruction on their side DON'T just pull out to oncoming traffic causing vehs to swerve #fuming 😡
4210;2017-En-20934;exp;['anger', 'disgust', 'sadness'];negative;@BBHOH #terrible Paul so deserved that win!!! #movie #ChildrenOfMen.\n\n#cages  #refugees
4211;2017-En-11445;oth;['anger', 'disgust'];negative;@tomwilcox77 @mattgrime fuming
4212;2017-En-30975;sta;['joy', 'optimism'];positive;I'm the reason I smile everyday 💯
4213;2017-En-40553;sta;['joy', 'love'];positive;Some Erykah Badu to sedate me 💕
4214;2017-En-40443;exp;['anticipation', 'optimism'];positive;Trying to think positive, and not let this situation discourage me ✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨
4215;2017-En-11274;sta;['anger', 'disgust'];negative;@bt_uk broadband is shocking regretting signing up now #angry #shouldofgonewithvirgin
4216;2017-En-22099;que;['anger', 'disgust', 'sadness'];negative;#Debates2016 #AskTrumponeQuestion why do you #bully and # insult #people so much more than any other candidate in history? Not leadership
4217;2017-En-11525;sta;['anger', 'disgust'];negative;Okay you've annoyed me, you haven't done a good job there at all.
4218;2017-En-10481;exp;['anger'];negative;He totally knew about it'. Trump finally gets revenge for his son-in-law's prosecution/imprisonment and throws Christie under the bus.
4219;2017-En-11250;exp;['anger', 'disgust'];negative;and i will strike down upon thee with great vengeance and furious anger those who attempt to poison and destroy my brothers
4220;2017-En-30911;exp;['joy', 'optimism'];positive;The race advances only by the extra achievements of the individual. You are the individual. ~Charles Towne\n #optimism #inspire
4221;2017-En-20922;exp;['love', 'optimism', 'trust'];positive;@falklands_utd @mauriciomacri \nbecause distrust in life , Argentina has a lot of heart and this President is worth every vote.
4222;2017-En-41159;oth;['pessimism', 'sadness'];negative;Not written for African-American\n\nNo refuge could save the hireling and slave\nFrom the terror of flight or the gloom of the grave,
4223;2017-En-21149;sta;['anticipation', 'fear'];negative;"@JeffersonLake speaking of ex cobblers, saw Ricky Holmes at Charlton last week.. tracking back &amp; defending... I dread seeing Gorre on ball.."
4224;2017-En-10437;sug;['anticipation'];negative;@jwolfie_ why you gotta use the dark skin emoji
4225;2017-En-40458;exp;['anger', 'joy'];negative;@talkRobyn oh dear I have to watch this the woman with the pout did well
4226;2017-En-20606;exp;['anger', 'disgust', 'fear'];negative;@GaryLineker yet you and all the other English pundits are afraid to criticise him
4227;2017-En-10522;sta;['anger', 'disgust', 'sadness'];negative;Since the 'update' my @iPhone loses power nearly 40% faster.
4228;2017-En-40111;sta;['disgust', 'fear', 'sadness'];negative;@megalvz literally was gloomy for an hour
4229;2017-En-10889;que;[];negative;Ananya just grabbed a bible, opened it, started reading, and then said 'where do they talk about burning people?'
4230;2017-En-10580;sta;['joy'];positive;@KevinI @GGGBoxing @SpecialKBrook pretty average, klitschko fury did about 600k and Joshua white did about 450k
4231;2017-En-10856;sta;['joy', 'love', 'optimism'];positive;Love the new song I can't stop thinking about you by .
4232;2017-En-40547;sta;['joy', 'optimism'];positive;All this doom and gloom! We scored from open play again! And only conceded two this time. #progress they means a 1-1 draw on Saturday for me
4233;2017-En-31308;sta;['fear', 'joy', 'optimism'];positive;Job interview tomorrow 😎 #bright side
4234;2017-En-20284;sta;['anticipation'];negative;We're all in D. T. (Discipleship training or detox) for something. #messy  #cutoff #choosefreedom #CryOut16
4235;2017-En-21258;exp;['anger', 'disgust', 'fear', 'sadness'];negative;@bkero @whispersystems Which really sucks because typing on a mobile device is always horrible and I hate it.
4236;2017-En-40333;oth;['disgust', 'sadness'];negative;untypical kinda Friday #dull
4237;2017-En-11116;oth;['anticipation'];negative;JV girls earn the W vs Stonington 2-1 today. Goals by K Waite and S Winakor. @DeluciaAlexis 1 assist. @mhseccathletics
4238;2017-En-20268;que;['anger', 'disgust'];negative;@rsdeepsea @BreitbartNews If 3 people are in a country of 300 million - you are going to RUIN the whole country over 3 people?
4239;2017-En-11603;sta;['anticipation', 'disgust', 'pessimism', 'surprise'];negative;@laray_jenkins2 @SportsInsights yeah I know it unless our offense can get something going. That's a big if
4240;2017-En-41348;exp;['joy', 'love'];positive;🍂🎵☀\n#fall sounds great !\ndream #blues #rock by @RaphaelSlagg.\nGet the top album  'One Love'  by hero @BlindFret. :D
4241;2017-En-30983;sta;['joy'];positive;"I'm moving this weekend &amp; my sugar daddy will replace it so, it is what it is. Niggas still happy."
4242;2017-En-41197;que;['pessimism', 'sadness'];negative;"@againstallaudss @groovydadad @Thelostchild5 @MHChat indeed &amp; is sadness unavoidable? #MHChat"
4243;2017-En-40956;sta;['disgust', 'pessimism', 'sadness'];negative;@rosalilium I'm wearing all black tomorrow to mourn. 😭💔
4244;2017-En-40689;sta;['joy', 'love', 'optimism'];positive;Back to forest drama -\nfrom my #Forest #music - series, 2016\n#nature #dark #art #photography #Finland
4245;2017-En-40854;oth;['anger', 'disgust'];negative;340:892 All with weary task fordone.\nNow the wasted brands do glow,\nWhilst the scritch-owl, scritching loud,\n#AMNDBots
4246;2017-En-10904;sta;['anticipation', 'joy', 'love', 'optimism'];positive;#oow16 #sting decent new song
4247;2017-En-30421;exp;['joy', 'optimism', 'trust'];positive;Yahweh your God is among you, a warrior who saves. He will rejoice over you with gladness.
4248;2017-En-40802;que;['anger', 'disgust', 'pessimism', 'sadness'];negative;[ @HedgehogDylan ] *she would frown a bit, folding her arms* 'why is it that every time I'm in need of assistance someone expects a lil **
4249;2017-En-21567;exp;['anticipation', 'fear'];negative;Not sure if thats an accomplishment or something to worry about
4250;2017-En-31282;que;['joy'];positive;what does everyone have against sparkling water?!? such a bomb drink when you mix it with stuff
4251;2017-En-21354;que;['anger', 'disgust', 'fear'];negative;@brendancoots where's your outrage that your party nominated a lying, corrupt person? And received donations from nations who support terror
4252;2017-En-20544;exp;['disgust', 'fear'];negative;That old lady is cray cray #scared #BellaIsSoCute  #Empire
4253;2017-En-30666;que;['joy', 'surprise'];negative;@lennyabrahamson May I send you a copy of #HeroTheGreyhound? Either e-book or real paper one! A boy and a greyhound #smiles #tears
4254;2017-En-10903;sta;['anger'];negative;@LiamCannon1 He's just too raging to type properly... Ha ha!
4255;2017-En-20183;oth;['fear', 'pessimism'];negative;The more videos @PanicAtTheDisco  post, the more i am convinced i might should not have done that #fear #Brendonati
4256;2017-En-30863;sta;['disgust', 'joy', 'love'];positive;@HunterDean_ [he gives a gleeful squeak and wraps around you] All mine!
4257;2017-En-41020;sta;[];negative;Removal regardless of cost a lamentable answer: ajvKSK
4258;2017-En-31112;oth;['joy', 'love', 'optimism'];positive;Needed levity: Hubs + I talking of @weareTYPHOON Kyle's new solo album, my 7 yo says '@KyleClark'? She loves ur news show #9News @9NEWS LOLZ
4259;2017-En-22107;exp;['anger', 'disgust', 'joy'];negative;terror attacks in usa pay no mind lol
4260;2017-En-31086;sta;['disgust', 'sadness'];negative;@partydelightsUK it's 5679787. Cannot DM you as we don't follow each other. Not such a  #party #fail #letdown
4261;2017-En-31010;exp;['anticipation', 'optimism'];positive;Symmetry is Key, everything must be aesthetically pleasing as possible, that is why I hold you twin pistols. #DeathTheKid #Bot
4262;2017-En-21124;sta;['joy', 'love'];positive;@Marissa_Frost @NevAmore_MFC awe I love you twooo!!! come adventure with me someday!
4263;2017-En-20551;sta;['anger', 'disgust', 'sadness'];negative;@WTFISaHashtag1 @MuslimIQ The problem is that right wing extremist terror groups aren't given coverage, press not interested
